Date,Open,High,Low,Close,Adj Close,Volume,stock,name,value,change
2010-12-31,78.19999694824219,78.19999694824219,78.19999694824219,78.19999694824219,57.17283248901367,0,BAMXF,BMW,78.19999694824219,
2011-01-03,80.98999786376953,82.19999694824219,80.98999786376953,82.19999694824219,60.09727478027344,300,BAMXF,BMW,82.19999694824219,0.05115089713683063
2011-01-04,81.70999908447266,81.70999908447266,80.5999984741211,80.5999984741211,58.927494049072266,700,BAMXF,BMW,80.5999984741211,-0.01946470235429021
2011-01-05,79.08999633789062,80.3499984741211,78.55999755859375,79.27999877929688,57.962432861328125,1900,BAMXF,BMW,79.27999877929688,-0.016377167739625276
2011-01-06,79.4000015258789,79.4000015258789,79.4000015258789,79.4000015258789,58.050167083740234,400,BAMXF,BMW,79.4000015258789,0.00151365727080921
2011-01-07,77.76000213623047,77.76000213623047,76.5,76.5,55.9299430847168,1700,BAMXF,BMW,76.5,-0.03652394798674796
2011-01-10,76.1500015258789,76.1500015258789,75.55000305175781,75.80000305175781,55.418174743652344,600,BAMXF,BMW,75.80000305175781,-0.009150286905126648
2011-01-11,76.9000015258789,77.5,76.8499984741211,77.5,56.66105651855469,1000,BAMXF,BMW,77.5,0.022427399469646447
2011-01-12,77.33000183105469,77.5999984741211,76.94999694824219,77.56999969482422,56.71223449707031,1100,BAMXF,BMW,77.56999969482422,0.0009032218686995108
2011-01-13,77.3499984741211,77.3499984741211,76.75,76.75,56.11271667480469,800,BAMXF,BMW,76.75,-0.010571093181001134
2011-01-14,78.30000305175781,78.69999694824219,78.30000305175781,78.69999694824219,57.53839111328125,900,BAMXF,BMW,78.69999694824219,0.025407126361461696
2011-01-18,78.80000305175781,78.80000305175781,78.6500015258789,78.69000244140625,57.53108215332031,1100,BAMXF,BMW,78.69000244140625,-0.00012699500919310935
2011-01-19,77.75,77.75,77.75,77.75,56.84383010864258,100,BAMXF,BMW,77.75,-0.011945640008159786
2011-01-20,75.1500015258789,75.41000366210938,74.45999908447266,74.45999908447266,54.4384765625,8700,BAMXF,BMW,74.45999908447266,-0.04231512431546425
2011-01-21,75.80000305175781,76.0,75.5999984741211,76.0,55.56438064575195,1300,BAMXF,BMW,76.0,0.020682258050799263
2011-01-24,74.4000015258789,75.56999969482422,74.4000015258789,75.4000015258789,55.12572479248047,1000,BAMXF,BMW,75.4000015258789,-0.007894716764751286
2011-01-25,76.75,76.75,76.25,76.25,55.74716567993164,1000,BAMXF,BMW,76.25,0.011273189083814028
2011-01-26,77.5999984741211,78.1500015258789,77.5999984741211,78.1500015258789,57.13627624511719,800,BAMXF,BMW,78.1500015258789,0.02491805279841186
2011-01-27,78.25,78.52999877929688,78.25,78.30000305175781,57.24594497680664,1200,BAMXF,BMW,78.30000305175781,0.001919405284070752
2011-01-28,79.5999984741211,79.5999984741211,77.2300033569336,77.2300033569336,56.46365737915039,800,BAMXF,BMW,77.2300033569336,-0.013665385097327842
2011-01-31,77.0,77.0999984741211,76.79000091552734,77.0,56.295501708984375,6700,BAMXF,BMW,77.0,-0.002978160649179107
2011-02-01,77.6500015258789,78.1500015258789,77.6500015258789,78.1500015258789,57.13627624511719,3000,BAMXF,BMW,78.1500015258789,0.014935084751674044
2011-02-02,77.69999694824219,77.69999694824219,77.55000305175781,77.66000366210938,56.77803421020508,700,BAMXF,BMW,77.66000366210938,-0.0062699661446234956
2011-02-03,77.75,78.37000274658203,77.75,77.88999938964844,56.946189880371094,1200,BAMXF,BMW,77.88999938964844,0.0029615724529159504
2011-02-04,77.44000244140625,77.44000244140625,76.69999694824219,77.1500015258789,56.40516662597656,2400,BAMXF,BMW,77.1500015258789,-0.009500550386034257
2011-02-07,78.19999694824219,79.9000015258789,78.19999694824219,79.9000015258789,58.41572189331055,1900,BAMXF,BMW,79.9000015258789,0.03564484699430048
