Date,Open,High,Low,Close,Adj Close,Volume,stock,name,value,change
2010-12-31,27.690000534057617,27.690000534057617,27.690000534057617,27.690000534057617,27.690000534057617,1200,HYMTF,Hyundai,27.690000534057617,
2011-01-03,26.0,26.0,26.0,26.0,26.0,200,HYMTF,Hyundai,26.0,-0.06103288195964396
2011-01-04,27.969999313354492,27.969999313354492,27.40999984741211,27.40999984741211,27.40999984741211,11200,HYMTF,Hyundai,27.40999984741211,0.054230763362004275
2011-01-05,27.40999984741211,27.40999984741211,27.40999984741211,27.40999984741211,27.40999984741211,0,HYMTF,Hyundai,27.40999984741211,0.0
2011-01-06,29.549999237060547,29.969999313354492,29.549999237060547,29.969999313354492,29.969999313354492,6700,HYMTF,Hyundai,29.969999313354492,0.09339655163055705
2011-01-07,29.940000534057617,30.040000915527344,29.799999237060547,29.799999237060547,29.799999237060547,5200,HYMTF,Hyundai,29.799999237060547,-0.005672341681309034
2011-01-10,30.25,30.25,29.25,29.25,29.25,1000,HYMTF,Hyundai,29.25,-0.01845635070945051
2011-01-11,29.25,29.25,29.25,29.25,29.25,200,HYMTF,Hyundai,29.25,0.0
2011-01-12,30.799999237060547,30.799999237060547,30.100000381469727,30.25,30.25,13900,HYMTF,Hyundai,30.25,0.03418803418803429
2011-01-13,30.850000381469727,30.850000381469727,30.549999237060547,30.549999237060547,30.549999237060547,1900,HYMTF,Hyundai,30.549999237060547,0.009917330150761794
2011-01-14,30.549999237060547,30.549999237060547,30.549999237060547,30.549999237060547,30.549999237060547,0,HYMTF,Hyundai,30.549999237060547,0.0
2011-01-18,30.479999542236328,30.600000381469727,30.450000762939453,30.600000381469727,30.600000381469727,3600,HYMTF,Hyundai,30.600000381469727,0.0016366987122056198
2011-01-19,30.90999984741211,30.90999984741211,30.90999984741211,30.90999984741211,30.90999984741211,200,HYMTF,Hyundai,30.90999984741211,0.010130701375092421
2011-01-20,30.90999984741211,30.90999984741211,30.90999984741211,30.90999984741211,30.90999984741211,0,HYMTF,Hyundai,30.90999984741211,0.0
2011-01-21,29.0,29.0,29.0,29.0,29.0,100,HYMTF,Hyundai,29.0,-0.06179229559498112
2011-01-24,29.0,29.0,29.0,29.0,29.0,0,HYMTF,Hyundai,29.0,0.0
2011-01-25,29.360000610351562,29.360000610351562,29.360000610351562,29.360000610351562,29.360000610351562,700,HYMTF,Hyundai,29.360000610351562,0.012413814150053826
2011-01-26,30.059999465942383,30.059999465942383,30.059999465942383,30.059999465942383,30.059999465942383,800,HYMTF,Hyundai,30.059999465942383,0.023841922378707858
2011-01-27,30.600000381469727,30.600000381469727,30.100000381469727,30.100000381469727,30.100000381469727,1700,HYMTF,Hyundai,30.100000381469727,0.0013307024696611602
2011-01-28,30.100000381469727,30.100000381469727,30.100000381469727,30.100000381469727,30.100000381469727,0,HYMTF,Hyundai,30.100000381469727,0.0
2011-02-01,30.25,30.25,30.25,30.25,30.25,1300,HYMTF,Hyundai,30.25,0.004983375967749781
2011-02-02,30.25,30.25,30.25,30.25,30.25,0,HYMTF,Hyundai,30.25,0.0
2011-02-07,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,500,HYMTF,Hyundai,28.799999237060547,-0.04793390951865961
2011-02-08,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,28.799999237060547,0,HYMTF,Hyundai,28.799999237060547,0.0
2011-02-10,27.0,27.0,26.299999237060547,26.309999465942383,26.309999465942383,3700,HYMTF,Hyundai,26.309999465942383,-0.08645832767641093
2011-02-11,26.149999618530273,26.149999618530273,26.149999618530273,26.149999618530273,26.149999618530273,400,HYMTF,Hyundai,26.149999618530273,-0.006081332218163871
2011-02-14,27.5,27.700000762939453,27.5,27.700000762939453,27.700000762939453,1900,HYMTF,Hyundai,27.700000762939453,0.05927346719006543
2011-02-15,27.700000762939453,27.700000762939453,27.700000762939453,27.700000762939453,27.700000762939453,0,HYMTF,Hyundai,27.700000762939453,0.0
2011-02-16,26.440000534057617,26.440000534057617,26.440000534057617,26.440000534057617,26.440000534057617,500,HYMTF,Hyundai,26.440000534057617,-0.045487371630964835
2011-02-17,26.440000534057617,26.440000534057617,26.440000534057617,26.440000534057617,26.440000534057617,0,HYMTF,Hyundai,26.440000534057617,0.0
2011-02-22,26.540000915527344,26.540000915527344,26.540000915527344,26.540000915527344,26.540000915527344,300,HYMTF,Hyundai,26.540000915527344,0.0037821626115670526
2011-02-23,25.299999237060547,25.299999237060547,25.299999237060547,25.299999237060547,25.299999237060547,1600,HYMTF,Hyundai,25.299999237060547,-0.04672199079470751
2011-02-24,25.299999237060547,25.299999237060547,25.299999237060547,25.299999237060547,25.299999237060547,0,HYMTF,Hyundai,25.299999237060547,0.0
2011-02-28,26.0,26.0,26.0,26.0,26.0,1400,HYMTF,Hyundai,26.0,0.027668015179781458
2011-03-01,26.65999984741211,26.65999984741211,26.5,26.5,26.5,600,HYMTF,Hyundai,26.5,0.019230769230769162
2011-03-02,26.5,26.5,26.5,26.5,26.5,0,HYMTF,Hyundai,26.5,0.0
2011-03-07,26.649999618530273,26.649999618530273,26.649999618530273,26.649999618530273,26.649999618530273,200,HYMTF,Hyundai,26.649999618530273,0.00566036296340644
2011-03-08,26.649999618530273,26.649999618530273,26.649999618530273,26.649999618530273,26.649999618530273,0,HYMTF,Hyundai,26.649999618530273,0.0
2011-03-09,27.549999237060547,28.5,27.549999237060547,28.5,28.5,2000,HYMTF,Hyundai,28.5,0.06941840179927761
2011-03-10,28.5,28.5,28.5,28.5,28.5,0,HYMTF,Hyundai,28.5,0.0
2011-03-11,27.25,27.25,27.0,27.0,27.0,300,HYMTF,Hyundai,27.0,-0.052631578947368474
2011-03-14,27.5,27.5,27.399999618530273,27.399999618530273,27.399999618530273,3100,HYMTF,Hyundai,27.399999618530273,0.014814800686306473
2011-03-15,26.219999313354492,27.0,26.219999313354492,27.0,27.0,4700,HYMTF,Hyundai,27.0,-0.01459852642697701
2011-03-16,26.670000076293945,27.25,26.670000076293945,27.25,27.25,1700,HYMTF,Hyundai,27.25,0.0092592592592593
2011-03-17,27.0,27.100000381469727,27.0,27.100000381469727,27.100000381469727,2900,HYMTF,Hyundai,27.100000381469727,-0.0055045731570742
2011-03-18,27.100000381469727,27.100000381469727,27.100000381469727,27.100000381469727,27.100000381469727,0,HYMTF,Hyundai,27.100000381469727,0.0
2011-03-21,27.5,27.5,27.149999618530273,27.149999618530273,27.149999618530273,11400,HYMTF,Hyundai,27.149999618530273,0.0018449902714663402
2011-03-22,28.25,28.25,28.25,28.25,28.25,1500,HYMTF,Hyundai,28.25,0.040515668395036064
2011-03-23,28.549999237060547,28.549999237060547,28.549999237060547,28.549999237060547,28.549999237060547,100,HYMTF,Hyundai,28.549999237060547,0.01061944201984244
2011-03-24,28.799999237060547,30.0,28.799999237060547,29.799999237060547,29.799999237060547,6300,HYMTF,Hyundai,29.799999237060547,0.043782838297851345
2011-03-25,30.0,30.0,30.0,30.0,30.0,1300,HYMTF,Hyundai,30.0,0.006711435169794333
2011-03-28,29.25,29.25,29.0,29.0,29.0,2700,HYMTF,Hyundai,29.0,-0.033333333333333326
2011-03-29,29.5,30.149999618530273,29.5,30.149999618530273,30.149999618530273,2800,HYMTF,Hyundai,30.149999618530273,0.03965515925966456
2011-03-30,30.18000030517578,30.450000762939453,30.18000030517578,30.450000762939453,30.450000762939453,15400,HYMTF,Hyundai,30.450000762939453,0.00995028683930066
2011-03-31,30.049999237060547,30.049999237060547,30.049999237060547,30.049999237060547,30.049999237060547,200,HYMTF,Hyundai,30.049999237060547,-0.013136338780186385
2011-04-01,30.25,30.25,30.25,30.25,30.25,500,HYMTF,Hyundai,30.25,0.006655599601240292
2011-04-04,29.75,29.75,29.75,29.75,29.75,600,HYMTF,Hyundai,29.75,-0.016528925619834656
2011-04-05,30.25,30.25,30.25,30.25,30.25,100,HYMTF,Hyundai,30.25,0.01680672268907557
2011-04-06,31.0,31.0,30.75,31.0,31.0,1800,HYMTF,Hyundai,31.0,0.024793388429751984
2011-04-07,30.5,30.5,29.5,30.25,30.25,2800,HYMTF,Hyundai,30.25,-0.024193548387096753
2011-04-11,31.25,31.25,31.25,31.25,31.25,200,HYMTF,Hyundai,31.25,0.03305785123966931
