Date,Open,High,Low,Close,Adj Close,Volume,stock,name,value,change
2010-12-31,160.75,160.75,160.75,160.75,143.0692138671875,0,VLKPF,VW,160.75,
2011-01-03,168.75,168.75,168.75,168.75,150.18931579589844,500,VLKPF,VW,168.75,0.04976671850699854
2011-01-04,168.75,168.75,168.75,168.75,150.18931579589844,0,VLKPF,VW,168.75,0.0
2011-01-05,165.5,166.10000610351562,164.3000030517578,164.3000030517578,146.228759765625,500,VLKPF,VW,164.3000030517578,-0.026370352285879584
2011-01-06,164.3000030517578,164.3000030517578,164.3000030517578,164.3000030517578,146.228759765625,0,VLKPF,VW,164.3000030517578,0.0
2011-01-10,164.14999389648438,164.14999389648438,164.14999389648438,164.14999389648438,146.09524536132812,5000,VLKPF,VW,164.14999389648438,-0.0009130197960263153
2011-01-11,164.14999389648438,164.14999389648438,164.14999389648438,164.14999389648438,146.09524536132812,0,VLKPF,VW,164.14999389648438,0.0
2011-01-18,166.0,166.0,166.0,166.0,147.7417755126953,100,VLKPF,VW,166.0,0.011270217315282105
2011-01-19,166.0,166.0,166.0,166.0,147.7417755126953,0,VLKPF,VW,166.0,0.0
2011-01-24,155.5,157.3000030517578,155.25,157.3000030517578,139.99867248535156,2000,VLKPF,VW,157.3000030517578,-0.05240962017013362
2011-01-25,157.3000030517578,157.3000030517578,157.3000030517578,157.3000030517578,139.99867248535156,0,VLKPF,VW,157.3000030517578,0.0
2011-01-27,161.25,161.25,161.25,161.25,143.51422119140625,200,VLKPF,VW,161.25,0.02511123249592373
2011-01-28,161.25,161.25,161.25,161.25,143.51422119140625,0,VLKPF,VW,161.25,0.0
2011-02-04,156.0,156.0,156.0,156.0,138.84165954589844,100,VLKPF,VW,156.0,-0.032558139534883734
2011-02-07,156.0,156.0,156.0,156.0,138.84165954589844,0,VLKPF,VW,156.0,0.0
2011-02-14,171.25999450683594,171.25999450683594,171.25999450683594,171.25999450683594,152.42323303222656,2500,VLKPF,VW,171.25999450683594,0.09782047760792278
2011-02-15,171.25999450683594,171.25999450683594,171.25999450683594,171.25999450683594,152.42323303222656,0,VLKPF,VW,171.25999450683594,0.0
2011-02-25,163.0,163.0,163.0,163.0,145.07174682617188,200,VLKPF,VW,163.0,-0.04823072971957987
2011-02-28,170.0,170.0,170.0,170.0,151.3018035888672,400,VLKPF,VW,170.0,0.042944785276073594
2011-03-01,170.0,170.0,170.0,170.0,151.3018035888672,0,VLKPF,VW,170.0,0.0
2011-03-09,164.5500030517578,164.5500030517578,164.5500030517578,164.5500030517578,146.4512481689453,100,VLKPF,VW,164.5500030517578,-0.0320588055778952
2011-03-10,164.5500030517578,164.5500030517578,164.5500030517578,164.5500030517578,146.4512481689453,0,VLKPF,VW,164.5500030517578,0.0
2011-03-16,146.88999938964844,146.88999938964844,144.64999389648438,146.5,130.38656616210938,1300,VLKPF,VW,146.5,-0.10969311891219069
2011-03-17,146.5,146.5,146.5,146.5,130.38656616210938,0,VLKPF,VW,146.5,0.0
2011-04-11,158.0500030517578,158.0500030517578,158.0500030517578,158.0500030517578,140.66619873046875,100,VLKPF,VW,158.0500030517578,0.07883961127479733
2011-04-12,158.0500030517578,158.0500030517578,158.0500030517578,158.0500030517578,140.66619873046875,0,VLKPF,VW,158.0500030517578,0.0
2011-04-27,185.0500030517578,185.0500030517578,184.0,184.0,163.761962890625,500,VLKPF,VW,184.0,0.16418852544877294
2011-04-28,194.0,194.0,194.0,194.0,172.66207885742188,100,VLKPF,VW,194.0,0.05434782608695654
2011-04-29,193.75,193.75,193.75,193.75,172.4395751953125,100,VLKPF,VW,193.75,-0.0012886597938144284
2011-05-02,197.5,198.91000366210938,197.5,198.91000366210938,177.0320281982422,3265500,VLKPF,VW,198.91000366210938,0.0266322769657259
2011-05-03,198.91000366210938,198.91000366210938,198.91000366210938,198.91000366210938,177.0320281982422,0,VLKPF,VW,198.91000366210938,0.0
2011-05-06,189.75,189.75,189.75,189.75,168.87953186035156,100,VLKPF,VW,189.75,-0.04605099539221558
2011-05-09,189.75,189.75,189.75,189.75,168.87953186035156,0,VLKPF,VW,189.75,0.0
2011-05-11,184.0,184.0,184.0,184.0,163.761962890625,100,VLKPF,VW,184.0,-0.030303030303030276
2011-05-12,184.0,184.0,184.0,184.0,163.761962890625,0,VLKPF,VW,184.0,0.0
2011-05-27,176.25,176.25,176.25,176.25,156.86439514160156,100,VLKPF,VW,176.25,-0.04211956521739135
2011-05-31,176.25,176.25,176.25,176.25,156.86439514160156,0,VLKPF,VW,176.25,0.0
2011-06-02,178.0,178.60000610351562,177.35000610351562,177.35000610351562,157.84341430664062,2700,VLKPF,VW,177.35000610351562,0.00624116938164887
2011-06-03,177.35000610351562,177.35000610351562,177.35000610351562,177.35000610351562,157.84341430664062,0,VLKPF,VW,177.35000610351562,0.0
2011-06-06,178.0500030517578,178.0500030517578,178.0500030517578,178.0500030517578,158.46640014648438,100,VLKPF,VW,178.0500030517578,0.003946980119265531
2011-06-07,178.0500030517578,178.0500030517578,178.0500030517578,178.0500030517578,158.46640014648438,0,VLKPF,VW,178.0500030517578,0.0
2011-06-08,179.3000030517578,179.3000030517578,179.25,179.25,159.53440856933594,3100,VLKPF,VW,179.25,0.006739662609797081
2011-06-09,184.25,184.25,184.25,184.25,163.98446655273438,100,VLKPF,VW,184.25,0.02789400278940035
2011-06-10,180.85000610351562,180.85000610351562,178.75,178.75,159.0894012451172,200,VLKPF,VW,178.75,-0.02985074626865669
2011-06-13,178.75,178.75,178.75,178.75,159.0894012451172,0,VLKPF,VW,178.75,0.0
2011-06-14,183.89999389648438,186.1300048828125,183.89999389648438,186.1300048828125,165.65769958496094,600,VLKPF,VW,186.1300048828125,0.04128674060314674
2011-06-15,186.1300048828125,186.1300048828125,186.1300048828125,186.1300048828125,165.65769958496094,0,VLKPF,VW,186.1300048828125,0.0
2011-06-21,193.25,193.25,193.25,193.25,171.99456787109375,100,VLKPF,VW,193.25,0.0382528068038801
2011-06-22,193.25,193.25,193.25,193.25,171.99456787109375,0,VLKPF,VW,193.25,0.0
2011-06-28,201.0,201.0,201.0,201.0,178.89215087890625,100,VLKPF,VW,201.0,0.040103492884864256
2011-06-29,201.0,201.0,201.0,201.0,178.89215087890625,0,VLKPF,VW,201.0,0.0
2011-08-02,189.0,189.0,185.5500030517578,185.5500030517578,165.14149475097656,100,VLKPF,VW,185.5500030517578,-0.07686565645891641
2011-08-03,184.25,184.25,177.0,177.0,157.53189086914062,400,VLKPF,VW,177.0,-0.046079239618082135
2011-08-04,177.0,177.0,177.0,177.0,157.53189086914062,0,VLKPF,VW,177.0,0.0
2011-08-05,166.14999389648438,166.14999389648438,166.14999389648438,166.14999389648438,147.87527465820312,100,VLKPF,VW,166.14999389648438,-0.06129946951138776
2011-08-08,155.0,155.0,146.5,146.5,130.38656616210938,300,VLKPF,VW,146.5,-0.11826659415182894
2011-08-09,162.5,162.5,162.5,162.5,144.62673950195312,300,VLKPF,VW,162.5,0.10921501706484649
2011-08-10,162.0,162.0,156.10000610351562,156.10000610351562,138.93067932128906,100,VLKPF,VW,156.10000610351562,-0.03938457782451921
2011-08-11,156.10000610351562,156.10000610351562,156.10000610351562,156.10000610351562,138.93067932128906,0,VLKPF,VW,156.10000610351562,0.0
2011-08-19,147.75,147.75,147.75,147.75,131.49908447265625,100,VLKPF,VW,147.75,-0.053491388706150556
2011-08-22,147.75,147.75,147.75,147.75,131.49908447265625,0,VLKPF,VW,147.75,0.0
2011-09-01,163.5,163.5,163.5,163.5,145.51675415039062,100,VLKPF,VW,163.5,0.10659898477157359
2011-09-02,156.0,156.0,155.75,155.75,138.61917114257812,200,VLKPF,VW,155.75,-0.04740061162079512
